rank,ID,name,mechanics,families,categories,n.ratings,rating,bayes.rating,owned,one.player,two.players,three.players,four.players,many.players,age,language,n.weight,weight
604,2507,liberte,Area Control / Area Influence|Auction/Bidding|Card Drafting|Hand Management,Country: France|Valley Games Classic Line,Napoleonic|Political,2267,7.18915,6.68437,2890,0|0|31,0|1|33,10|18|15,29|23|2,NA,0|0|0|0|0|0|1|6|2,0|13|5|0|0,0,3
605,39953,game-thrones-card-game,Card Drafting|Hand Management|Simultaneous Action Selection|Variable Player Powers,CCGs (Collectible Card Games)|A Game of Thrones LCG|Living Card Game|A Song of Ice and Fire,Card Game|Collectible Components|Fantasy|Fighting|Medieval|Negotiation|Novel-based,5291,6.95732,6.6843,8775,1|1|62,50|30|15,10|58|15,60|27|9,8|18|35,0|0|0|0|0|0|4|4|9,0|1|3|27|11,0,3
606,30381,hamburgum,Set Collection,Cities: Hamburg|Country: Germany|Rondel Series,City Building|Economic,2813,7.0747,6.68395,2966,0|1|23,3|24|19,6|34|4,32|14|0,NA,0|0|0|0|0|0|1|7|2,6|18|0|0|0,0,3
607,1608,ambush,Action Point Allowance System|Dice Rolling|Hex-and-Counter|Secret Unit Deployment,Ambush! solitaire wargame system|Solitaire Games|Solitaire Wargames,Exploration|Fighting|Wargame|World War II,1829,7.37896,6.68258,3856,50|3|0,NA,NA,NA,NA,0|0|0|0|0|0|1|11|5,1|0|0|13|7,0,3
608,157526,viceroy,Card Drafting|Hand Management|Memory|Set Collection|Tile Placement,Berserk|Crowdfunding: Giochistarter|Crowdfunding: Kickstarter|Crowdfunding: Wspieram,Bluffing|Card Game|City Building|Civilization|Fantasy|Negotiation,3518,7.02014,6.68181,6713,0|12|18,12|34|5,26|20|0,11|26|8,0|0|17,0|0|0|0|0|2|5|2|0,0|1|12|1|0,0,2
609,132372,guildhall,Hand Management|Set Collection|Take That,Guildhall,Card Game|Medieval,3263,7.03453,6.68158,4103,0|0|24,23|28|5,28|23|4,13|27|14,0|2|23,0|0|0|0|0|2|7|3|1,15|1|0|0|0,0,2
610,91536,quarriors,Card Drafting|Deck / Pool Building|Dice Rolling,Quarriors Pool Building system,Dice|Fantasy|Fighting,11511,6.81667,6.68085,15062,0|2|104,56|105|20,67|107|4,79|91|11,0|0|88,0|0|0|0|4|38|17|9|3,0|4|49|13|1,0,1
611,152162,diamonds,Hand Management|Trick-taking,Stronghold Games Pocket Line,Card Game,3383,7.02399,6.68063,5132,0|0|12,3|8|8,2|18|2,22|5|0,NA,0|0|0|0|6|1|1|0|0,7|0|0|0|0,0,1
612,164265,witness,Co-operative Play|Memory,Ystari originals,Comic Book / Strip|Deduction|Memory|Murder/Mystery,1573,7.40288,6.67966,2599,0|0|19,0|0|19,0|0|19,19|0|0,0|0|17,0|0|0|0|0|0|1|6|0,0|0|0|4|11,0,1
613,44163,power-grid-factory-manager,Auction/Bidding|Commodity Speculation,Power Grid,Economic|Industry / Manufacturing,5267,6.9017,6.6791,5847,0|0|32,5|23|16,20|26|1,33|14|1,NA,0|0|0|0|0|1|3|7|3,34|0|0|0|0,0,3
614,121297,fleet,Auction/Bidding|Hand Management,Animals: Crabs|Animals: Fishes|Arctic Theme|Country: Canada|Crowdfunding: Kickstarter|Fleet|Sports: Fishing / Angling,Card Game|Nautical,3562,6.99707,6.67779,5151,1|4|25,2|31|16,5|37|0,34|7|2,0|1|14,0|0|0|0|1|5|1|2|1,0|14|0|0|0,0,2
615,130176,tales-games-hare-tortoise,Betting/Wagering|Hand Management,Tales & Games,Animals|Card Game|Novel-based|Racing,2202,7.20733,6.6751,3888,0|0|19,2|16|9,11|18|1,23|8|0,NA,0|0|0|1|7|10|0|0|0,14|0|0|0|0,0,1
616,91873,strasbourg,Area Control / Area Influence|Auction/Bidding|Pattern Building|Tile Placement,Admin: Better Description Needed!|Country: France,City Building|Economic|Medieval,2104,7.19516,6.67444,2296,0|0|20,2|1|18,2|20|12,15|23|0,NA,0|0|0|0|0|0|4|3|0,14|1|0|0|0,0,2
617,127518,distant-plain,Area Control / Area Influence|Area Movement|Dice Rolling|Variable Phase Order|Variable Player Powers,Country: Afghanistan|GMT COIN Series|Solitaire Games|Solitaire Wargames,Modern Warfare|Wargame,867,8.02486,6.67423,2551,3|14|4,4|11|5,2|13|2,22|6|0,0|0|12,0|0|0|0|0|0|0|2|8,0|0|2|8|0,0,3
618,221,ikusa,Auction/Bidding|Dice Rolling|Simultaneous Action Selection,Asian Theme|Country: Japan|Gamemaster Series|Samurai,Civil War|Wargame,4319,7.01078,6.67274,7018,0|1|31,2|13|25,7|22|18,40|17|1,NA,0|0|0|0|0|1|2|8|7,4|16|2|0|1,0,2
619,1382,winners-circle,Betting/Wagering|Roll / Spin and Move,Alea Small Box|Sports: Horse Racing,Animals|Racing|Sports,4146,6.96187,6.67206,3874,0|0|30,2|12|34,2|33|12,15|38|0,NA,0|0|0|2|6|11|1|1|0,24|0|0|0|0,0,1
620,19100,hacienda,Area Enclosure|Card Drafting|Route/Network Building|Tile Placement,Country: Argentina|Country: Uruguay,Animals|Economic|Farming|Territory Building,3732,6.97174,6.67164,3651,0|0|37,11|29|19,19|34|3,37|22|1,NA,0|0|0|0|1|3|9|5|0,26|1|0|0|0,0,2
621,21523,runebound-second-edition,Area Movement|Card Drafting|Dice Rolling|Role Playing,The Realms of Terrinoth|Runebound|Solitaire Games,Adventure|Exploration|Fantasy|Fighting,7142,6.90324,6.6714,9260,50|80|29,93|80|6,84|80|17,25|66|73,NA,0|0|0|0|0|8|6|20|9,0|2|3|52|1,0,2
622,15126,advanced-squad-leader-starter-kit-2,Dice Rolling|Hex-and-Counter,Advanced Squad Leader|Advanced Squad Leader Starter Kit,Wargame|World War II,961,7.89371,6.67,2389,0|6|3,12|1|0,NA,NA,NA,0|0|0|0|0|0|0|2|2,1|4|1|0|0,0,3
623,199561,sagrada,Card Drafting|Dice Rolling|Pattern Building|Set Collection,Crowdfunding: Kickstarter|Games by the Game Artisans of Canada,Dice,1282,7.63136,6.66983,2338,0|17|2,15|10|1,12|13|0,6|18|2,0|0|14,0|0|0|0|0|4|2|0|0,1|1|0|0|0,0,1
624,159473,quartermaster-general,Area Control / Area Influence|Campaign / Battle Card Driven|Hand Management|Partnerships,Quartermaster Series,Wargame|World War II,1457,7.50573,6.6691,1675,0|2|31,13|22|9,1|7|29,2|22|18,NA,0|0|0|0|0|0|2|5|1,0|0|3|6|0,0,2
625,183880,risk-star-wars-edition,Area Control / Area Influence|Area Movement|Campaign / Battle Card Driven|Dice Rolling|Variable Player Powers,Risk|Star Wars,Dice|Movies / TV / Radio theme|Science Fiction|Wargame,2126,7.21474,6.66653,5369,0|0|23,40|0|0,0|1|23,2|13|14,0|0|21,0|0|1|2|5|7|4|0|0,6|3|1|0|0,0,1
626,91080,andean-abyss,Area Control / Area Influence|Area Movement|Campaign / Battle Card Driven|Dice Rolling|Variable Phase Order|Variable Player Powers,Country: Colombia|GMT COIN Series|Solitaire Games|Solitaire Wargames,Modern Warfare|Political|Wargame,1266,7.57479,6.66509,2080,5|21|5,1|27|6,0|25|7,41|3|0,1|0|19,0|0|0|0|0|0|1|3|7,0|1|3|16|2,0,3
627,25821,werewolves-millers-hollow,Partnerships|Player Elimination|Role Playing|Variable Player Powers|Voting,Werewolf / Mafia,Bluffing|Deduction|Horror|Murder/Mystery|Party Game,7185,6.87384,6.6646,11050,0|0|52,0|0|51,0|0|52,0|0|49,NA,0|1|0|0|0|9|13|2|0,28|2|0|0|1,0,1
628,170561,valeria-card-kingdoms,Card Drafting|Deck / Pool Building|Dice Rolling,Crowdfunding: Kickstarter|Tableau Building,Card Game|Dice|Fantasy,1379,7.53787,6.66423,2490,0|2|4,6|11|3,16|4|1,6|10|8,NA,0|0|0|0|0|1|2|0|0,0|5|0|0|0,0,1
629,833,people,Campaign / Battle Card Driven|Dice Rolling|Point to Point Movement|Simulation,"",American Civil War|Wargame,1155,7.67699,6.66342,3190,0|2|8,16|0|0,NA,NA,NA,0|0|0|0|0|0|0|1|6,0|1|3|7|1,0,3
630,855,java,Action Point Allowance System|Area Control / Area Influence|Tile Placement,3D Games|Asian Theme|Country: Indonesia|The Mask Trilogy|Tropical theme,City Building,2990,7.03837,6.66309,4243,0|0|27,10|23|8,36|14|2,13|25|6,0|0|23,0|0|0|0|0|0|1|7|1,20|0|0|0|0,0,3
631,37836,julius-caesar,Campaign / Battle Card Driven|Dice Rolling|Hand Management|Point to Point Movement|Secret Unit Deployment|Simultaneous Action Selection,Ancient Rome|Block wargames|Columbia's Great Battles of History,Ancient|Civil War|Wargame,1042,7.78224,6.66261,1579,0|4|10,19|1|0,NA,NA,NA,0|0|0|0|0|0|6|1|3,0|10|2|0|0,0,2
632,8989,hansa,Action Point Allowance System|Area Control / Area Influence|Pick-up and Deliver|Point to Point Movement|Set Collection,Admin: Better Description Needed!|Cities: Tallinn|Country: Denmark|Country: Holy Roman Empire|Country: Norway|Country: Sweden|Hansa,Economic|Medieval|Nautical|Transportation,4576,6.90654,6.66244,5294,0|0|74,88|37|6,51|65|9,17|73|28,0|0|66,0|0|0|0|0|3|16|3|1,31|0|0|0|0,0,2
633,157001,trains-rising-sun,Deck / Pool Building|Hand Management|Route/Network Building,AEG: Big in Japan|AEG: Destination Fun|Country: Japan,Card Game|Territory Building|Trains,1155,7.61556,6.65851,2821,0|0|5,4|7|1,3|6|1,7|2|1,0|0|2,0|0|0|0|0|1|1|2|0,0|1|1|0|0,0,2
634,823,lord-rings,Co-operative Play|Dice Rolling|Hand Management|Set Collection|Variable Player Powers,Fantasy Flight Silver Line Games|Kosmos Literature Series|Lord of the Rings (Reiner Knizia's co-op game)|Tolkien Games,Adventure|Fantasy|Novel-based,11938,6.78409,6.65844,18344,9|54|51,22|106|13,52|82|3,100|40|2,NA,0|0|0|0|2|20|14|11|1,0|16|38|5|1,0,2
635,53093,heroes-normandie,Dice Rolling|Grid Movement|Hex-and-Counter|Modular Board|Variable Player Powers,Crowdfunding: Kickstarter|Normandie series,Wargame|World War II,1286,7.63879,6.65674,3248,0|1|10,19|3|0,NA,NA,NA,1|0|0|0|0|0|4|4|2,0|5|4|0|0,0,2
636,154086,gold-west,Area Control / Area Influence|Modular Board|Route/Network Building|Set Collection,Crowdfunding: Kickstarter,American West|Economic|Territory Building,1287,7.49588,6.65609,1712,0|0|8,4|9|2,10|4|0,3|10|1,0|0|7,0|0|0|0|0|0|3|1|0,0|5|0|0|0,0,2
637,123955,thunderbolt-apache-leader,Area Movement|Hand Management|Simulation,Leader Series|Solitaire Games|Solitaire Wargames,Aviation / Flight|Modern Warfare|Wargame,799,8.17272,6.6545,1960,34|1|0,NA,NA,NA,NA,0|0|0|0|0|0|0|3|7,0|2|6|3|0,0,3
638,153065,linko,Card Drafting|Hand Management|Set Collection,"",Card Game,2611,7.08605,6.65382,3983,0|0|38,5|24|27,13|44|6,46|16|1,NA,0|0|0|0|3|10|5|0|0,27|0|0|0|0,0,1
639,25643,arkadia,Area Control / Area Influence|Set Collection|Stock Holding|Tile Placement,Polyominoes,City Building,3757,6.94956,6.65256,3952,0|0|38,19|46|7,37|29|0,17|40|6,0|0|33,0|0|0|0|1|6|8|2|0,29|1|0|0|0,0,2
640,1465,wizard,Betting/Wagering|Hand Management|Trick-taking,Wizard,Card Game,5477,6.88723,6.65225,8486,0|0|58,0|5|53,13|36|22,53|28|0,NA,0|0|0|0|0|5|11|4|0,29|0|0|0|0,0,1
641,131260,qwixx,Dice Rolling|Paper-and-Pencil,Mensa Select,Dice,4495,6.91049,6.65177,7140,0|4|24,11|28|6,19|29|0,29|21|1,NA,0|0|0|2|2|13|1|0|0,17|0|0|0|0,0,1
642,96007,new-era,Card Drafting|Hand Management|Variable Player Powers,Neuroshima|Tableau Building,Card Game|City Building|Economic|Science Fiction,1171,7.62875,6.65132,1644,0|1|15,12|15|0,21|9|1,4|15|9,NA,0|0|0|0|0|0|0|5|3,12|0|0|0|0,0,3
643,143884,machi-koro,Card Drafting|Dice Rolling,Asian Theme|Country: Japan|Machi Koro,Card Game|City Building|Dice,15940,6.75113,6.6512,24874,1|2|107,15|97|52,62|97|5,112|52|10,2|15|72,0|0|0|1|13|33|10|0|0,0|16|34|4|1,0,1
644,154825,arkwright,Commodity Speculation|Simulation|Stock Holding|Variable Phase Order|Worker Placement,"",Economic|Industry / Manufacturing,884,7.90689,6.65065,1741,0|0|16,2|16|8,7|20|0,23|7|0,0|0|13,0|0|0|0|0|0|1|2|3,0|6|0|0|0,0,4
645,60435,rallyman,Dice Rolling|Modular Board|Press Your Luck|Simulation,Forgenext|Solitaire Games|Sports: Auto Racing,Racing|Sports,1964,7.25605,6.65013,2713,13|34|3,17|29|1,31|20|0,28|14|5,1|12|13,0|0|0|0|3|11|3|0|1,25|3|0|0|0,0,2
646,180680,automobiles,Deck / Pool Building|Hand Management,AEG: Destination Fun|Sports: Auto Racing,Racing|Sports|Transportation,1388,7.4589,6.65007,1721,0|1|11,1|10|4,9|6|0,11|7|0,NA,0|0|0|0|0|1|1|0|0,0|0|1|0|0,0,2
647,154246,la-isla,Action / Movement Programming|Area Enclosure|Hand Management|Modular Board|Set Collection|Simultaneous Action Selection,Alea Medium Box,Animals,3400,6.97679,6.64968,5645,0|0|32,7|38|7,21|30|0,30|21|2,0|0|22,0|0|0|0|0|11|6|2|0,15|1|1|0|0,0,2
648,1261,medina,Tile Placement,Cities: Medina|Desert Theme|Middle Eastern Theme,Abstract Strategy|City Building,2590,7.07446,6.6491,3291,0|0|15,4|1|14,13|18|1,26|6|2,0|0|12,0|0|0|0|0|1|6|2|0,15|0|0|0|0,0,2
649,18258,mission-red-planet,Area Control / Area Influence|Hand Management|Simultaneous Action Selection,Mars|Steampunk,Science Fiction|Space Exploration,3684,6.93926,6.64864,3428,0|0|25,0|1|27,7|28|11,31|16|0,NA,0|0|0|0|0|3|6|4|0,0|7|14|0|0,0,2
650,158435,dogs-war,Partnerships|Worker Placement,Crowdfunding: Kickstarter|Steampunk,Abstract Strategy|Renaissance|Wargame,1244,7.5647,6.648,1979,0|0|15,1|2|14,0|12|12,9|18|2,NA,0|0|0|0|0|0|0|0|4,0|6|2|0|0,0,2
651,75449,firenze,Deck / Pool Building|Set Collection,Cities: Florence,Economic|Renaissance,1665,7.29302,6.64652,1755,0|1|16,18|11|2,14|16|2,6|16|4,1|0|10,0|0|0|0|0|1|5|1|0,0|1|15|4|0,0,2
652,43022,yomi,Hand Management|Rock-Paper-Scissors|Simultaneous Action Selection|Variable Player Powers,Crowdfunding: Kickstarter|Fantasy Strike,Bluffing|Card Game|Fantasy|Fighting|Video Game Theme,2591,7.1266,6.6456,2747,0|0|23,33|5|0,NA,NA,NA,0|1|0|0|1|5|8|2|2,0|6|24|1|0,0,2
653,95103,fortune-and-glory-cliffhanger-game,Area Movement|Co-operative Play|Dice Rolling|Pick-up and Deliver|Press Your Luck|Roll / Spin and Move|Variable Player Powers,Fortune and Glory|Solitaire Games,Adventure|Card Game|Miniatures,2727,7.1127,6.6452,4627,2|21|11,6|35|4,25|21|1,26|30|2,NA,1|0|0|0|0|3|10|9|1,0|0|12|13|4,0,2
654,24068,shadow-hunters,Dice Rolling|Partnerships|Player Elimination|Variable Player Powers,Anime & Manga|Werewolf / Mafia,Adventure|Bluffing|Card Game|Deduction|Horror|Party Game,6370,6.85052,6.64481,6747,0|0|79,0|0|78,0|2|77,0|22|74,NA,0|0|0|1|0|2|13|14|2,0|3|21|6|3,0,1
655,17329,animal-upon-animal,Dice Rolling,Tier auf Tier,Action / Dexterity|Animals|Children's Game,4612,6.88928,6.64416,6921,0|11|28,13|34|4,22|31|1,45|10|0,1|5|26,4|18|16|2|3|0|0|0|0,22|0|0|0|0,0,1
656,11825,empire-sun,Action Point Allowance System|Campaign / Battle Card Driven|Dice Rolling|Hex-and-Counter,Asian Theme|Empire of the Sun,Nautical|Wargame|World War II,924,7.94048,6.64225,2909,2|9|9,22|2|0,NA,NA,NA,0|0|0|0|0|0|0|1|6,0|0|0|15|0,0,4
657,207691,railroad-revolution,Route/Network Building,"",Trains,1212,7.54535,6.64177,1859,0|1|12,1|14|6,10|16|0,13|9|1,0|0|11,0|0|0|0|0|0|3|4|2,4|0|0|0|0,0,3
658,56692,parade,Hand Management|Set Collection,Card Games: Card Fishing|Characters: Alice In Wonderland|Z-Man / Filosofia deluxe card game series,Card Game|Novel-based,3883,6.92983,6.64136,5541,0|2|25,17|23|10,7|33|1,26|15|2,NA,0|0|0|0|2|8|6|1|0,13|0|0|0|0,0,1
659,178336,worlds-fair-1893,Area Control / Area Influence|Card Drafting|Set Collection,"Cities: Chicago (Illinois, USA)|Crowdfunding: Kickstarter|Mensa Select",Post-Napoleonic,1570,7.36297,6.64077,2706,0|0|10,4|13|5,3|17|0,14|7|1,0|0|7,0|0|0|0|0|5|1|0|1,3|0|0|0|0,0,1
660,527,gipf,Grid Movement|Pattern Building,Combinatorial|GIPF Project,Abstract Strategy,2349,7.12028,6.64016,3618,0|0|17,25|1|0,NA,NA,NA,0|0|0|0|0|2|2|0|0,12|0|0|0|0,0,2
661,125678,dc-comics-deck-building-game,Deck / Pool Building,Cerberus Engine: Heroes|Comics: DC Universe|Superheroes,Card Game|Comic Book / Strip,4129,7.00504,6.63862,6183,1|5|34,15|34|4,34|20|0,19|31|8,NA,0|0|0|2|4|18|9|6|0,0|10|12|11|0,0,2
662,174660,new-york-1901,Card Drafting|Tile Placement,"Cities: New York (New York, USA)|Country: USA|Mensa Select|Polyominoes",City Building,3252,6.99262,6.63855,5531,0|1|18,4|24|7,8|26|1,33|3|0,0|0|14,0|0|0|1|1|4|3|1|0,11|1|0|0|0,0,2
663,35815,touch-evil-supernatural-game,Area Movement|Co-operative Play|Dice Rolling|Roll / Spin and Move|Variable Player Powers,A Touch of Evil,Adventure|Fighting|Horror|Murder/Mystery,3907,6.99359,6.63753,5697,11|40|19,20|49|9,27|46|3,54|24|4,NA,0|0|0|0|0|6|9|18|2,0|0|10|39|4,0,2
664,6830,zendo,Pattern Recognition|Simultaneous Action Selection,Asian Theme|Looney Pyramids|Mensa Select,Abstract Strategy|Deduction|Puzzle,1752,7.27647,6.63606,1325,0|0|22,0|2|21,5|17|3,19|9|0,NA,0|0|0|0|2|4|1|3|0,16|1|0|0|0,0,2
665,40793,dice-town,Dice Rolling|Set Collection|Simultaneous Action Selection,"",American West|Dice,5223,6.85101,6.63493,5893,0|0|30,2|20|25,10|28|9,31|19|1,NA,0|0|0|0|3|6|5|1|0,1|10|9|0|0,0,1
666,191231,nebula,Pick-up and Deliver|Route/Network Building,"",Territory Building|Transportation,1829,7.23858,6.63424,2449,0|0|16,4|16|5,14|10|0,18|9|0,0|0|11,0|0|0|0|1|7|3|1|0,2|6|3|0|0,0,2
667,140933,blueprints,Dice Rolling|Pattern Building|Set Collection,Forgenext|Games by the Game Artisans of Canada,Dice,4003,6.91784,6.6328,5385,0|4|34,16|30|11,11|46|0,37|22|0,0|0|28,0|0|0|0|3|11|5|2|0,22|0|0|0|0,0,1
668,278,catan-card-game,Card Drafting|Dice Rolling|Hand Management|Trading,Catan|Die Siedler von Catan: Das Kartenspiel / Catan Card Game|Kosmos two-player series,Card Game|City Building|Territory Building,11191,6.77272,6.63205,17429,0|1|59,72|4|1,NA,NA,NA,0|0|0|0|0|3|8|11|1,0|1|12|22|3,0,2
669,13823,fairy-tale,Card Drafting|Hand Management|Set Collection|Simultaneous Action Selection,Animals: Dragons|Anime & Manga|Z-Man / Filosofia deluxe card game series,Card Game|Fantasy,7254,6.7845,6.63075,10429,0|1|67,11|56|44,34|69|9,70|39|1,NA,0|0|0|0|3|5|12|5|1,33|14|0|0|0,0,1
670,169426,roll-player,Card Drafting|Dice Rolling|Set Collection,Crowdfunding: Kickstarter,Dice|Fantasy,1149,7.62425,6.62861,1856,1|8|3,5|12|0,7|5|1,3|7|1,0|0|6,0|0|0|0|0|2|1|1|0,0|1|0|1|0,0,2
671,120523,nothing-personal,Area Control / Area Influence|Dice Rolling|Hand Management|Take That,Crowdfunding: Kickstarter,Mafia|Negotiation,1867,7.19549,6.62832,2857,0|0|12,0|0|11,1|17|1,12|10|0,NA,0|0|0|0|0|1|2|4|2,0|6|3|0|0,0,2
672,20542,advanced-squad-leader-starter-kit-3,Dice Rolling|Hex-and-Counter,Advanced Squad Leader|Advanced Squad Leader Starter Kit,Wargame|World War II,829,7.99869,6.62713,2343,0|5|2,11|0|0,NA,NA,NA,1|0|0|0|0|0|0|1|2,1|1|0|4|1,0,3
673,185589,islebound,Area Control / Area Influence|Area Movement|Modular Board,Arzium Setting|Crowdfunding: Kickstarter,Nautical,1343,7.43748,6.6266,2933,0|0|13,1|13|2,13|5|0,13|5|0,0|0|9,0|0|0|0|0|0|6|1|0,0|0|2|0|0,0,2
674,164338,golden-ages,Action Point Allowance System|Area Control / Area Influence|Card Drafting|Modular Board|Tile Placement,Quined Master Print Edition Series,Civilization|Territory Building,1471,7.38303,6.62542,1984,0|1|17,7|11|8,9|20|1,23|7|0,0|1|11,0|0|0|0|0|1|4|3|0,11|1|0|0|0,0,2
675,37919,ascending-empires,Set Collection,4X games|Admin: Better Description Needed!|Finger Flicking Games,Action / Dexterity|City Building|Civilization|Fighting|Science Fiction|Space Exploration,1879,7.20172,6.6242,1775,0|2|23,1|22|3,17|17|1,31|10|0,0|0|16,0|0|0|0|0|0|5|1|0,0|6|4|0|0,0,2
676,212445,blood-bowl-2016-edition,Dice Rolling|Grid Movement|Variable Player Powers,Blood Bowl|Fantasy Sports|Games Workshop Specialist Games|Warhammer Fantasy Board Games,Fantasy|Fighting|Miniatures|Sports,723,8.34908,6.62404,1924,0|1|2,3|0|0,NA,NA,NA,0|0|0|0|0|1|1|0|0,0|1|0|0|0,0,3
677,144041,patchistory,Action Point Allowance System|Area Control / Area Influence|Auction/Bidding|Card Drafting|Grid Movement|Hand Management|Memory|Simultaneous Action Selection|Tile Placement|Variable Player Powers|Voting|Worker Placement,Tableau Building,Bluffing|City Building|Civilization|Economic|Negotiation|Political|Territory Building,1552,7.34466,6.62401,2515,1|0|21,5|20|8,14|21|1,28|11|2,1|1|15,0|0|0|0|0|0|2|6|2,0|10|5|0|0,0,3
678,119591,rialto,Area Control / Area Influence|Auction/Bidding|Card Drafting,Cities: Venice|Country: Italy,Political|Renaissance,2994,6.98019,6.62398,3849,0|0|32,2|35|13,12|37|3,32|19|1,NA,0|0|0|0|0|2|8|5|0,22|1|0|0|0,0,2
679,199478,flamme-rouge,Hand Management|Modular Board|Simulation,Sports: Bicycle / Cycling,Card Game|Racing|Sports,1174,7.62911,6.62316,1384,1|13|8,3|16|5,13|14|0,25|4|0,2|0|11,0|0|0|0|1|9|0|0|0,4|0|0|0|0,0,2
680,193042,junk-art,Hand Management|Player Elimination,"",Action / Dexterity,1121,7.60223,6.62151,1851,0|0|5,1|5|1,0|7|0,5|4|0,NA,0|0|0|0|2|1|0|0|0,0|0|1|0|0,0,1
681,12495,fire-axe-viking-saga,Action Point Allowance System|Area Movement|Dice Rolling|Pick-up and Deliver,Components: Miniatures|Country: Denmark|Country: Norway|Country: Sweden|Vikings,Medieval|Nautical,2607,7.03227,6.62078,3334,0|0|30,1|2|27,7|29|9,31|16|2,NA,0|0|0|0|0|1|6|2|0,0|3|13|0|0,0,2
682,47055,high-frontier,Auction/Bidding|Dice Rolling|Hand Management|Pick-up and Deliver|Point to Point Movement|Simulation|Variable Player Powers,"",Economic|Industry / Manufacturing|Science Fiction|Space Exploration,1371,7.44487,6.61973,2377,2|11|5,2|23|4,21|9|0,20|9|1,NA,0|0|0|0|0|0|0|5|8,0|13|4|2|0,0,4
683,181687,pursuit-happiness,Simulation|Worker Placement,"",Economic,1559,7.32133,6.61925,2801,2|9|5,6|12|1,9|10|0,9|8|2,0|0|15,0|0|0|0|0|3|3|2|0,0|4|4|0|1,0,2
684,147303,carcassonne-south-seas,Area Control / Area Influence|Set Collection|Tile Placement,Carcassonne|Carcassonne: Around the World|Tropical theme,Economic|Nautical,2016,7.17383,6.61906,3333,0|2|21,17|12|0,17|14|0,8|19|2,NA,0|0|0|0|3|5|2|0|0,14|0|0|0|0,0,1
685,1159,evo,Action Point Allowance System|Area Control / Area Influence|Area Movement|Auction/Bidding|Dice Rolling|Hand Management|Variable Player Powers,Animals: Dinosaurs|Evolution,Animals|Prehistoric|Science Fiction,4151,6.89269,6.61879,3649,0|0|29,0|3|28,11|20|6,30|10|0,NA,0|0|0|0|2|6|5|2|0,0|0|21|0|0,0,2
686,105,colossal-arena,Betting/Wagering|Hand Management,Fantasy Flight Silver Line Games|Knizia Betting Trilogy|Monsters,Card Game|Fantasy|Mythology,6328,6.79993,6.61687,7740,0|1|91,13|59|58,101|45|4,54|84|4,NA,0|0|0|0|0|11|13|3|0,0|20|10|0|1,0,2
687,105037,tournay,Card Drafting|Hand Management|Worker Placement,Country: Belgium|Tableau Building,Card Game|City Building|Economic|Medieval,2330,7.08203,6.61637,3662,0|1|23,32|17|3,15|31|0,13|31|2,0|0|19,0|0|0|0|0|0|5|9|5,26|3|0|0|0,0,2
688,111124,dark-moon,Dice Rolling|Partnerships|Role Playing|Variable Player Powers,"",Bluffing|Deduction|Dice|Movies / TV / Radio theme|Print & Play|Science Fiction|Space Exploration|Spies/Secret Agents,2133,7.13901,6.61466,3203,1|0|26,1|0|26,3|11|20,3|22|10,NA,0|0|0|0|0|0|2|4|3,0|2|4|0|0,0,2
689,180593,bloody-inn,Hand Management,Country: France|Tableau Building,Economic|Horror|Mature / Adult,3060,6.98966,6.61461,4422,3|24|6,3|30|4,4|23|0,24|7|0,0|0|17,0|0|0|0|0|0|3|6|2,1|13|2|0|0,0,2
690,145639,coconuts,Press Your Luck,Animals: Apes / Monkeys|Crowdfunding: Kickstarter,Action / Dexterity|Children's Game,2292,7.12034,6.61171,3499,0|1|13,2|18|3,8|15|1,22|2|0,1|1|9,0|1|6|6|2|0|0|0|0,12|0|0|0|0,0,1
691,109125,wallenstein-second-edition,Action / Movement Programming|Action Point Allowance System|Area Control / Area Influence|Area Movement|Simultaneous Action Selection|Variable Phase Order,Country: Germany|Crowdfunding: Kickstarter,Economic|Renaissance|Territory Building,986,7.69894,6.60941,1689,0|1|14,1|3|12,0|12|5,8|13|0,NA,0|0|0|0|0|0|0|2|4,10|0|1|0|0,0,3
692,138649,dc-comics-dice-masters-justice-league,Deck / Pool Building|Dice Rolling,CDGs (Collectible Dice Games)|Comics: DC Universe|Dice Masters|Quarriors Pool Building system,Collectible Components|Comic Book / Strip|Dice,1087,7.59555,6.60824,2783,0|0|1,4|1|0,NA,NA,NA,0|0|0|0|0|3|0|0|0,0|0|2|0|0,0,2
693,12995,dungeon-twister,Action Point Allowance System|Grid Movement|Hand Management|Modular Board|Secret Unit Deployment|Tile Placement|Variable Player Powers,Dungeon Twister,Adventure|Exploration|Fantasy|Fighting|Maze,5261,6.84973,6.60673,6931,1|0|40,48|3|0,NA,NA,NA,0|0|0|0|0|1|7|16|8,9|27|2|0|1,0,2
694,42452,rattus,Area Control / Area Influence|Variable Player Powers,Animals: Rats|Rattus,Medieval,4827,6.83572,6.60557,4929,0|0|53,5|38|40,26|54|3,76|10|3,1|1|30,0|0|0|0|0|13|6|2|0,35|0|0|0|0,0,2
695,102548,dungeon-fighter,Card Drafting|Co-operative Play|Dice Rolling|Modular Board|Point to Point Movement|Variable Player Powers,Solitaire Games,Action / Dexterity|Exploration|Fantasy|Fighting|Humor,4039,6.90377,6.60499,5596,2|12|22,5|28|7,25|24|2,23|19|1,NA,0|0|0|3|3|11|8|0|0,26|5|0|0|0,0,1
